note,line,classification,confidence,evidence,reason
models/SWASH/source-analysis/swash-boundary-wave-forcing.md,161,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashReadBndval.ftn90:220-237,"보간값 저장 위치가 bndval(:,1)로 고정되어 있으며 must 주석도 명시되어 있다."
models/SWASH/source-analysis/swash-explicit-depthavg-flow.md,62,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashExpDep1DHflow.ftn90:713-725,뒤 문장에서 분리한 마찰·임피던스 분모를 제외한 명시적 기여항을 contrib에 합산한다.
models/SWASH/source-analysis/swash-explicit-depthavg-flow.md,152,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashExpDepUflow.ftn90:1574-1623,셀의 face 1..nof 순회로 부호 가중 질량유속을 합산하여 수위를 갱신한다.
models/SWASH/source-analysis/swash-explicit-layered-flow.md,56,SUPPORTED,MEDIUM,"models/SWASH/raw/source_code/swash/src/SwashExpLay1DHflow.ftn90:248-264,277-3038",kmax까지의 layer loop가 40회 이상 확인되어 거의 모든 층별 연산이라는 한정된 구조 요약을 뒷받침한다.
models/SWASH/source-analysis/swash-implicit-layered-flow.md,183,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashImpLay1DHflow.ftn90:3095-3137; models/SWASH/raw/source_code/swash/src/SwashImpLay2DHflow.ftn90:6520-6596; models/SWASH/raw/source_code/swash/src/SwashImpLayUflow.ftn90:3076-3139; models/SWASH/raw/source_code/swash/src/SwashImpLayM1DHflow.ftn90:2899-2911; models/SWASH/raw/source_code/swash/src/SwashImpLayP1DHflow.ftn90:3214-3226; models/SWASH/raw/source_code/swash/src/SwashImpLayP2DHflow.ftn90:6846-6858,문맥의 6개 implicit layered 변종에서 상대 연직속도 후처리 구간이 모두 확인된다.
models/SWASH/source-analysis/swash-initialization-grid.md,19,SCOPE_STATEMENT,HIGH,models/SWASH/source-analysis/swash-initialization-grid.md:16-22,노트가 취급하는 전처리 12파일과 초기화 단계의 범위를 소개한다.
models/SWASH/source-analysis/swash-initialization-grid.md,39,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashInit.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashInitCond.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashInitSteady.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashInitCompGrid.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashInitCompUgrid.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashInputGrid.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashInputField.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashDensity.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashGeometrics.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashLayerIntfaces.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashLayUIntfaces.ftn90:1-40; models/SWASH/raw/source_code/swash/src/SwashAmbCurrent.ftn90:1-40,열거된 12파일의 헤더를 모두 확인하여 Delft·GPL v3·팀 또는 개인 저자 표기가 일치한다.
models/SWASH/source-analysis/swash-initialization-grid.md,170,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashGeometrics.ftn90:302-332,격자별 분기가 끝난 뒤 공통 wl점 Jacobian 평균곱 계산이 실행된다.
models/SWASH/source-analysis/swash-initialization-grid.md,230,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashInitCond.ftn90:125-139,ZERO 초기조건의 수위·속도 및 해당 차원의 수심평균 속도를 모두 0으로 설정한다.
models/SWASH/source-analysis/swash-output.md,23,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashOutput.ftn90:120-138,nreoq 전체 요청에 대한 reqloop가 있으며 비활성 요청도 검사 후 다음 요청으로 넘어간다.
models/SWASH/source-analysis/swash-output.md,62,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashDecOutQ.ftn90:138-165,실제로 처리하는 출력 요청에서는 Xp·Yp의 oqproc가 공통으로 true가 된다.
models/SWASH/source-analysis/swash-output.md,84,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashDecOutQ.ftn90:138-165,실제로 처리하는 출력 요청에서는 Xp·Yp의 oqproc가 공통으로 true가 된다.
models/SWASH/source-analysis/swash-output.md,112,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashQuanOutp.ftn90:2385-2403,노트가 예로 든 BOTL 출력은 active·non-active 점 모두 보간하도록 임시 dry threshold와 mask를 바꾼다.
models/SWASH/source-analysis/swash-output.md,203,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashBackup.ftn90:248-258,모든 층별 속도가 0이면 maxval도 0이어서 실제 ZERO 기록 분기를 만족한다.
models/SWASH/source-analysis/swash-output.md,219,OVERCLAIM,HIGH,"models/SWASH/raw/source_code/swash/src/SwashCleanMem.ftn90:44-563; models/SWASH/raw/source_code/swash/src/SwashModule2.ftn90:388-391; models/SWASH/raw/source_code/swash/src/SwashRigBoddata.ftn90:72-78,123-126",정리 루틴에서 subvc·supvc·subvs·supvs 및 일부 rigid-body allocatable 변수가 빠져 있어 모든 배열 해제를 입증하지 못한다.
models/SWASH/source-analysis/swash-timestepping-update-driver.md,66,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashMain.ftn90:353-358,프로그램이 관리하는 1..HIOPEN unit을 전수 검사하여 PRINTF 외 열린 unit을 닫는다.
models/SWASH/source-analysis/swash-timestepping-update-driver.md,188,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashCompUFlow.ftn90:46-54; models/SWASH/raw/source_code/swash/src/SwashComputFlow.ftn90:47-55; models/SWASH/raw/source_code/swash/src/SwashUpdateData.ftn90:63-74; models/SWASH/raw/source_code/swash/src/SwashUpdateUData.ftn90:54-63,compute/update 계열 use문 대조에서 대다수가 SwashFlowdata를 공유하며 거의 모두라는 표현은 예외를 허용한다.
models/SWASH/source-analysis/swash-timestepping-update-driver.md,218,SCOPE_STATEMENT,HIGH,models/SWASH/source-analysis/swash-timestepping-update-driver.md:215-221,kgrpnt 배열의 역할과 구조격자 처리에서 차지하는 중심 위치를 소개하는 범위 설명이다.
models/SWASH/source-analysis/swash-timestepping-update-driver.md,225,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashUpdateData.ftn90:1-74; models/SWASH/raw/source_code/swash/src/SwashUpdateUData.ftn90:1-63; models/SWASH/raw/source_code/swash/src/SwashComputFlow.ftn90:1-55; models/SWASH/raw/source_code/swash/src/SwashCompUFlow.ftn90:1-54; models/SWASH/raw/source_code/swash/src/SwashFlowDP.ftn90:1-47; models/SWASH/raw/source_code/swash/src/SwashFlowUDP.ftn90:1-47; models/SWASH/raw/source_code/swash/src/SwashUpdPress.ftn90:1-50; models/SWASH/raw/source_code/swash/src/SwashUpdUPress.ftn90:1-49,문맥이 열거한 driver/update 쌍이 모두 존재하고 동일 역할의 구조·비구조 경로를 제공한다.
models/SWASH/source-analysis/swash-turbulence-closure.md,123,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashReynoldsStress.ftn90:698-715,문맥의 세 strain 텐서 각각 xx·yy·zz를 구성하는 9개 항이 모두 코드에 있다.
models/SWASH/source-analysis/swash-turbulence-closure.md,199,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashKepsMod1DH.ftn90:84-88; models/SWASH/raw/source_code/swash/src/SwashKepsMod2DH.ftn90:80-84; models/SWASH/raw/source_code/swash/src/SwashUKepsMod.ftn90:72-76,문맥의 1DH·2DH·비구조 k-epsilon 세 변형에서 다섯 closure 상수가 모두 일치한다.
models/SWASH/source-analysis/swash-unstructured-solvers.md,38,OVERCLAIM,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashUServ.ftn90:17-70,Perot 루틴 헤더는 face 법선속도로 cell 속도를 재구성하는 기능만 입증하며 모든 U 루틴의 의존성을 입증하지 않는다.
models/SWASH/source-analysis/swash-unstructured-solvers.md,81,OVERCLAIM,MEDIUM,models/SWASH/raw/source_code/swash/src/SwashUServ.ftn90:17-70,Perot 루틴 헤더는 face 법선속도로 cell 속도를 재구성하는 기능만 입증하며 모든 U 루틴의 의존성을 입증하지 않는다.
models/SWASH/source-analysis/swash-wetting-drying-runup.md,54,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashDryWet.ftn90:203-211; models/SWASH/raw/source_code/swash/src/SwashUDryWet.ftn90:98-120,둘러싼 face의 1-wet 곱이 0이면 wet으로 정하는 OR 논리가 코드와 일치한다.
models/SWASH/source-analysis/swash-wetting-drying-runup.md,67,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashDryWet.ftn90:203-211; models/SWASH/raw/source_code/swash/src/SwashUDryWet.ftn90:98-120,둘러싼 face의 1-wet 곱이 0이면 wet으로 정하는 OR 논리가 코드와 일치한다.
models/SWASH/source-analysis/swash-wetting-drying-runup.md,186,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashUpdDepu.ftn90:160-177,문맥의 고차보정 guard에서는 ifloat 여부 검사 없이 flou를 참조한다.
models/ShorelineS/manual-notes/shorelines-technical-manual-v1.md,175,NOT_A_CLAIM,HIGH,models/ShorelineS/manual-notes/shorelines-technical-manual-v1.md:172-178,세 불일치에 대한 조사·검증 방법을 설명하는 메타 서술이다.
models/ShorelineS/source-analysis/shorelines-architecture-map.md,41,SUPPORTED,HIGH,models/ShorelineS/raw/source_code/shorelines/functions/ShorelineS.m:218-230,열거한 COAST부터 CC까지의 구조체 모두가 coastline_change 실제 인수에 있다.
models/ShorelineS/source-analysis/shorelines-architecture-map.md,78,UNVERIFIABLE,MEDIUM,인용 없음 (파일명 검토·ls 실측만 기재); models/ShorelineS/raw/source_code/shorelines/functions/get_intersections.m:34-60,파일명 전수검토와 외부 디렉터리 부재만 제시되어 136파일 모두의 자체 작성 여부를 판정할 출처가 없다.
models/ShorelineS/source-analysis/shorelines-transport-formulations.md,38,OVERCLAIM,HIGH,models/ShorelineS/raw/source_code/shorelines/functions/transport.m:139-212,CERC·Kamphuis·Mil-Homens·Van Rijn에는 dHS 보정이 있으나 ray 분기 등에는 없어 모든 공식이라는 설명은 과하다.
models/XBeach/manual-notes/xbeach-master-manual.md,58,SUPPORTED,HIGH,models/XBeach/raw/manuals/pdfs/XBeach_manual_master.pdf:PDF p.10 (본문 p.6),계산 x축이 항상 해안을 향한다는 매뉴얼 좌표 정의와 일치한다.
models/XBeach/manual-notes/xbeach-master-manual.md,71,SUPPORTED,HIGH,models/XBeach/raw/manuals/pdfs/XBeach_manual_master.pdf:PDF p.11 (본문 p.7),모든 입력 시간을 morphological time으로 지정하고 morfacopt=1에서 변환한다는 원문과 일치한다.
models/XBeach/manual-notes/xbeach-master-manual.md,173,SUPPORTED,HIGH,models/XBeach/raw/manuals/pdfs/XBeach_manual_master.pdf:PDF p.51 (본문 p.47),매뉴얼이 표사수송 경계를 everywhere Neumann이라고 명시한다.
models/XBeach/manual-notes/xbeach-master-manual.md,180,SUPPORTED,HIGH,models/XBeach/raw/manuals/pdfs/XBeach_manual_master.pdf:PDF p.53 (본문 p.49),설정한 parameter와 default를 사용하는 미설정 parameter 모두를 로그에 싣는다는 원문과 일치한다.
models/XBeach/manual-notes/xbeach-master-manual.md,215,SUPPORTED,HIGH,models/XBeach/raw/manuals/pdfs/XBeach_manual_master.pdf:PDF p.96 (본문 p.92),모든 XBeach simulation이 수리시간 0에서 시작한다는 원문과 일치한다.
models/XBeach/source-analysis/xbeach-build-and-vendor-audit.md,23,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-build-and-vendor-audit.md:20-26,인용 상대경로와 LF 줄번호 계산 방식을 정하는 메타 서술이다.
models/XBeach/source-analysis/xbeach-build-and-vendor-audit.md,63,SUPPORTED,HIGH,models/XBeach/raw/source_code/trunk/config/texinfo.tex:8431-8441 (LF 기준),epsfbox 미정의 조건에서 image 매크로가 공통으로 imagexxx 호출을 건너뛰므로 문맥의 모든 이미지 거부가 성립한다.
models/XBeach/source-analysis/xbeach-build-mode-connectivity.md,24,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-build-mode-connectivity.md:21-27,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-build-mode-connectivity.md,32,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-build-mode-connectivity.md:29-35,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-build-mode-connectivity.md,57,SCOPE_STATEMENT,HIGH,models/XBeach/source-analysis/xbeach-build-mode-connectivity.md:54-60,문서의 조사 범위를 한정하며 모든 구성의 전수 검증을 주장하지 않는다.
models/XBeach/source-analysis/xbeach-coupled-physics-contracts.md,20,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-coupled-physics-contracts.md:17-23,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-coupled-physics-contracts.md,36,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-coupled-physics-contracts.md:33-39,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-coupled-physics-contracts.md,62,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-coupled-physics-contracts.md:59-65,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md,21,SCOPE_STATEMENT,HIGH,models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md:18-24,문서의 조사 범위를 한정하며 모든 구성의 전수 검증을 주장하지 않는다.
models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md,29,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md:26-32,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md,39,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md:36-42,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md,50,SUPPORTED,HIGH,models/XBeach/raw/source_code/trunk/src/xbeachlibrary/libxbeach.F90:280-317,executestep 함수 말미에서 조건 분기 뒤 반환값을 공통으로 0에 대입한다.
models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md,66,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md:63-69,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md,68,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach-lifecycle-state-contracts.md:65-71,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach-source-audit-supplements.md,97,SUPPORTED,HIGH,models/XBeach/raw/source_code/trunk/src/xbeachlibrary/xmpi.F90:337-359,모든 후보 score가 sentinel 이상이라는 조건하에서는 엄격한 < 갱신 조건을 충족할 후보가 없다.
models/XBeach/source-analysis/xbeach-source-audit-supplements.md,112,SUPPORTED,HIGH,models/XBeach/raw/source_code/trunk/src/xbeachlibrary/ncoutput.F90:1808-1821,rank=2 mean 출력의 record length는 자료형 조건 없이 size(t%r2)로 계산된다.
models/XBeach/source-analysis/xbeach-source-audit-supplements.md,114,SUPPORTED,HIGH,models/XBeach/raw/source_code/trunk/src/xbeachlibrary/postprocess.F90:498-509,where(pointtypes==1)에서 단일 전역 minloc 기반 스칼라를 모든 해당 runup 항목에 대입한다.
models/XBeach/source-analysis/xbeach_flow_solver.md,79,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach_flow_solver.md:76-82,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
models/XBeach/source-analysis/xbeach_infrastructure.md,32,SCOPE_STATEMENT,HIGH,models/XBeach/raw/source_code/trunk/src/xbeachlibrary/spaceparamsdef.F90:1-61; models/XBeach/raw/source_code/trunk/src/xbeachlibrary/libxbeach.F90:293-310,전칭은 문맥상 spacepars로 상태를 주고받는 물리 solver군의 아키텍처 범위를 소개한다.
models/XBeach/source-analysis/xbeach_nonh.md,51,SCOPE_STATEMENT,HIGH,models/XBeach/source-analysis/xbeach_nonh.md:48-54,문서의 조사 범위를 한정하며 모든 구성의 전수 검증을 주장하지 않는다.
models/XBeach/source-analysis/xbeach_params.md,19,SCOPE_STATEMENT,HIGH,models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90:1-75; models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.def:1-30,노트가 다루는 파라미터 입력·검증 시스템의 역할을 소개하는 범위 서술이다.
models/XBeach/source-analysis/xbeach_params.md,28,OVERCLAIM,MEDIUM,"models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90:48-58; models/XBeach/raw/source_code/trunk/src/xbeachlibrary/readkey.F90:34-41,213-232,365-379",readkey_inio는 MPI broadcast 수신 범위 플래그일 뿐 모든 키의 PRINT/log echo를 보장하지 않으며 로그는 별도 호출·silent 조건을 따른다.
models/XBeach/source-analysis/xbeach_wave_boundary_generation.md,72,NOT_A_CLAIM,HIGH,models/XBeach/source-analysis/xbeach_wave_boundary_generation.md:69-75,전칭을 주장하는 것이 아니라 특정 근거를 모든 경우로 일반화하지 말라는 한계 서술이다.
concepts/compound-flooding/01-concept.md,22,SUPPORTED,HIGH,"models/SFINCS/raw/source_code/sfincs/docs/overview.rst:34-36,125-128",공식 문서가 복합침수 모의를 위해 해당 외력 모두를 모델링할 수 있어야 한다고 직접 명시한다.
concepts/compound-flooding/wetting-drying-cross-model.md,49,OVERCLAIM,HIGH,models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:191-214; models/SWASH/raw/source_code/swash/src/SwashDryWet.ftn90:203-211,face OR 규칙은 SWASH에서 확인되지만 ROMS는 cell의 수위+수심으로 먼저 판정하므로 다섯 모델에 공통인 규칙으로 확장할 수 없다.
concepts/currents/06-model-application.md,33,SCOPE_STATEMENT,MEDIUM,concepts/currents/06-model-application.md:30-36,문맥의 3D 경압 흐름 설명에서 Hz가 갖는 역할을 소개하는 요약 문구이다.
concepts/currents/time-integration-cross-model.md,63,OVERCLAIM,MEDIUM,concepts/currents/time-integration-cross-model.md:48-57; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_lib.f90:572-584,같은 노트가 SFINCS·XBeach 등의 explicit 경로를 별도로 제시하므로 ROMS 외 나머지 전부가 implicit이라는 포괄적 대비는 과하다.
concepts/currents/time-integration-cross-model.md,98,SUPPORTED,HIGH,"models/SWASH/raw/source_code/swash/src/SwashReadInput.ftn90:1858-1867,1898-1902",문장이 열거한 THETAC·THETAS·THETAU·THETAW 네 기본값은 모두 0.5이다.
concepts/currents/time-integration-cross-model.md,101,SUPPORTED,HIGH,models/ADCIRC/raw/source_code/adcirc/src/vsmy.F:1019-1029,수평 LAdvec와 연직 VAdvec 모두 RHS에만 들어가므로 문맥의 이류 전부 explicit 설명이 성립한다.
concepts/littoral-drift/02-theory.md,19,NOT_A_CLAIM,HIGH,concepts/littoral-drift/02-theory.md:16-22,전칭은 출처 인용·자료 검증·편집 처리에 관한 메타 서술이다.
concepts/rip-currents/02-theory.md,44,SUPPORTED,HIGH,textbook/md/stewart_textbook.md:17809-17821,Stewart가 쇄파대에 들어온 물이 외해로 돌아가야 한다는 동일한 셀 순환 설명을 명시한다.
concepts/sediment-transport/01-concept.md,30,UNVERIFIABLE,MEDIUM,"textbook/md/590329085-Dynamics-of-Marine-Sands-a-Manual-for-Practical-Applications-Compress.md:773-805,5338-5342; 해당 전칭의 직접 인용 없음",절 제목의 Soulsby는 조건부 부유·침강을 설명하지만 wash load의 항상 균형이라는 직접 근거를 찾지 못했다.
concepts/sst/05-examples.md,141,SUPPORTED,HIGH,"data/sst-global/mhw/monthly_events.csv:14,30,40,52,68,83,99,117,132,144,163,179,192",노트의 분석 대상 13정점 모두 2024년 8~11월과 겹치는 monthly event를 가지므로 문맥의 거의 모든 정점은 뒷받침된다.
concepts/storm-surge/02-theory.md,19,NOT_A_CLAIM,HIGH,concepts/storm-surge/02-theory.md:16-22,전칭은 출처 인용·자료 검증·편집 처리에 관한 메타 서술이다.
concepts/storm-surge/02-theory.md,163,SCOPE_STATEMENT,HIGH,concepts/storm-surge/02-theory.md:160-166,연결한 상세 분석 노트가 취급하는 NWS 모드의 범위를 소개한다.
concepts/storm-surge/03-analysis-methods.md,161,SUPPORTED,MEDIUM,textbook/md/sea-level.md:9632-9638,joint probability 방법의 장점으로 자료 낭비가 없다는 항목을 원문이 직접 제시한다.
concepts/storm-surge/04-code-and-tools.md,60,UNVERIFIABLE,HIGH,인용 없음,fort.15가 ADCIRC의 모든 parameter를 포함한다는 포괄적 표현에 직접 근거 인용이 없다.
concepts/storm-surge/06-model-application.md,32,NOT_A_CLAIM,HIGH,concepts/storm-surge/06-model-application.md:29-35,전칭은 출처 인용·자료 검증·편집 처리에 관한 메타 서술이다.
concepts/storm-surge/07-ml-emulators.md,134,UNVERIFIABLE,HIGH,인용 근거 파일 없음,arXiv 2605.09036의 해당 표·방법·결과를 확인할 전문 파일이 로컬에서 발견되지 않아 전칭을 대조할 수 없다.
concepts/storm-surge/07-ml-emulators.md,292,UNVERIFIABLE,HIGH,research/inbox/_archive/stormnet--improving-storm-surge-predictions-with-a-gnn-based-2604.20688v2.md:17-19,arXiv 2604.20688v2의 해당 표·방법·결과를 확인할 전문 파일이 로컬에서 발견되지 않아 전칭을 대조할 수 없다.
concepts/storm-surge/07-ml-emulators.md,362,UNVERIFIABLE,HIGH,research/inbox/_archive/global-location-invariant-peak-storm-surge-prediction-2603.25978v1.md:17-19,arXiv 2603.25978v1의 해당 표·방법·결과를 확인할 전문 파일이 로컬에서 발견되지 않아 전칭을 대조할 수 없다.
concepts/tides/01-concept.md,56,SUPPORTED,HIGH,textbook/md/134340780-Tides-and-Currents.md:131-137,기준면 아래로 떨어지는 조위가 드물도록 보통 정한다는 원문의 완화된 표현과 일치한다.
concepts/tides/02-theory.md,98,NOT_A_CLAIM,HIGH,concepts/tides/02-theory.md:95-101,출처를 명시하여 옮긴 PORTCALS 직접 인용문이다.
concepts/tides/02-theory.md,261,NOT_A_CLAIM,HIGH,concepts/tides/02-theory.md:258-264,출처를 명시하여 옮긴 PORTCALS 직접 인용문이다.
concepts/tides/02-theory.md,318,NOT_A_CLAIM,HIGH,concepts/tides/02-theory.md:315-321,전부개정은 고시 개정 유형의 법령 표기이며 전칭 단언이 아니다.
concepts/tides/02-theory.md,364,NOT_A_CLAIM,HIGH,concepts/tides/02-theory.md:361-367,반드시 확인은 위상 기준 점검을 요구하는 작업 지침이다.
concepts/tides/04-code-and-tools.md,358,UNVERIFIABLE,HIGH,인용 없음,모든 글로벌 모델의 연안 sub-grid 한계라는 전칭에 대응하는 직접 출처가 없다.
concepts/tides/06-model-application.md,27,UNVERIFIABLE,HIGH,인용 없음,모든 연안·해양 hydrodynamic 모델의 조석 입력 방식이라는 범위에 직접 근거 인용이 없다.
concepts/waves/04-code-and-tools.md,105,UNVERIFIABLE,HIGH,인용 근거 파일 없음 (NOAA-EMC/WW3 issue #1600); concepts/waves/04-code-and-tools.md:91-111,노트에는 issue의 부분 인용이 있으나 재현 조건과 모든 coastline cell의 동작을 대조할 원문 보관 파일을 찾지 못했다.
concepts/waves/04-code-and-tools.md,109,UNVERIFIABLE,HIGH,인용 근거 파일 없음 (NOAA-EMC/WW3 issue #1600); concepts/waves/04-code-and-tools.md:91-111,노트에는 issue의 부분 인용이 있으나 재현 조건과 모든 coastline cell의 동작을 대조할 원문 보관 파일을 찾지 못했다.
concepts/waves/07-wave-transmission.md,100,UNVERIFIABLE,HIGH,research/inbox/_archive/water-wave-transmission-by-an-array-of-floating-disks-1403.3766v1.md:17-19,arXiv 1403.3766v1의 해당 표·방법·결과를 확인할 전문 파일이 로컬에서 발견되지 않아 전칭을 대조할 수 없다.
concepts/waves/08-wave-current-interaction.md,72,UNVERIFIABLE,HIGH,research/inbox/_archive/current-effects-on-wind-generated-waves-near-an-ocean-eddy-d-2511.12711v1.md:17-19,arXiv 2511.12711v1의 해당 표·방법·결과를 확인할 전문 파일이 로컬에서 발견되지 않아 전칭을 대조할 수 없다.
concepts/waves/wave-breaking-cross-model.md,62,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanuse.pdf:PDF p.73,BREAKING 명령을 생략해도 계산하며 OFF BREAKING으로 해제한다는 원문과 예외까지 일치한다.
textbook/POLICY.md,28,NOT_A_CLAIM,HIGH,textbook/POLICY.md:25-31,source_id를 쓰라는 위키 인용 정책이며 모델·자연현상에 관한 단언이 아니다.
textbook/POLICY.md,96,SCOPE_STATEMENT,HIGH,textbook/POLICY.md:93-99,sources.yml이 담당하는 자료목록 범위를 설명한다.
textbook/notes/theory-ch01-conservation.md,49,SUPPORTED,MEDIUM,textbook/md/Waves-Holthuijsen2007.md:13202-13261,임의 성질 μ에 대해 저장·수송·생성의 일반 balance를 유도하며 다음 줄에서 총플럭스 해석과 범위도 구별한다.
textbook/notes/theory-ch02-continuity.md,43,SUPPORTED,HIGH,"textbook/md/Water-wave-mechanics-for-engineers-and-scientists.md:611-617,1163-1165",비압축 연속조건이 유체의 every location에서 성립한다는 원문과 일치한다.
textbook/notes/theory-ch02-continuity.md,62,SCOPE_STATEMENT,HIGH,textbook/notes/theory-ch02-continuity.md:59-65,연속식 노트와 후속 장의 관계를 안내한다.
textbook/notes/theory-ch05-rans.md,33,OVERCLAIM,MEDIUM,"textbook/md/stewart_textbook.md:7220-7224,7983-7984",인용은 해양의 대표 규모와 해양 유동에 한정되므로 환경 유동 전체가 거의 항상 난류라는 범위로 넓힐 수 없다.
textbook/notes/theory-ch06-boundary-layer.md,52,NOT_A_CLAIM,HIGH,textbook/notes/theory-ch06-boundary-layer.md:49-55,전칭은 출처 인용·자료 검증·편집 처리에 관한 메타 서술이다.
textbook/notes/theory-ch07-vorticity.md,36,SUPPORTED,HIGH,textbook/md/0123737354-Kundu-Cohen-Fluid-Mechanics-4ed.md:10682-10687,원문이 any flow의 와도에 대해 curl의 발산이 0인 항등식을 제시한다.
textbook/notes/theory-ch07-vorticity.md,47,SUPPORTED,HIGH,textbook/md/stewart_textbook.md:1568-1570,문맥의 수평 2D 유동에서 vortex line이 항상 vertical이라는 원문과 일치한다.
textbook/notes/theory-ch07-vorticity.md,51,SUPPORTED,HIGH,textbook/md/stewart_textbook.md:12222-12228,지구 위 모든 것이 지구와 함께 회전하여 planetary vorticity를 갖는다는 설명이 원문에 있다.
textbook/notes/theory-ch08-linear-waves.md,24,SCOPE_STATEMENT,HIGH,textbook/notes/theory-ch08-linear-waves.md:21-27,선형파 이론 노트의 역할과 후속 모델과의 관계를 소개한다.
textbook/notes/theory-ch08-linear-waves.md,49,SUPPORTED,HIGH,textbook/md/Waves-Holthuijsen2007.md:1823-1826,선형 중력파 분산관계에서 각 파수와 진동수가 일대일 대응한다는 원문과 일치한다.
