finding_id,work_id,representation_path,reported_lines,class,finding,canonical_group,disposition,current_canonical_coverage,cross_format_duplicate_candidate,duplicate_confidence,cross_format_duplicate_score,physical_pdf_pages,printed_pages_or_frontmatter,page_map_status,mapped_token_fraction,candidate_canonical_routes,source_code_adjudication_topics,source_code_adjudications_json
XH011,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"524,2125,2626",parameter_name_drift,"The pressure section instructs 'waveform=nonh', but the tables enable non-hydrostatic pressure with 'nonh' and restrict waveform to 'ruessink_vanrijn' or 'vanthiel'.",nonhydrostatic-physics-numerics,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,,unresolved,0.2498,30;113;114,28;111;112,cross-format-mapped,0.876404,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH012,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,703,documented_physical_constant,Sediment calculations assume '20 degrees Celsius' and constant kinematic viscosity '10⁻6 m²/s'.,sediment-transport,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH066,probable,0.3693,38,36,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md,,[]
XH013,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"747-751,2607,2618-2620",documentation_inconsistency,"Dilatancy is said to hinder erosion by reducing the critical Shields number, a direction requiring verification, with 'rheeA=0.75' by default versus approximately '1.7' for a continuum and 'pormax=0.5'.",sediment-transport,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH067,high,0.605,40;112;113,38;110;111,cross-format-mapped,0.954545,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,dilatancy,"[{""canonical_ready_ko"": ""이 snapshot에서 dilatancy=1일 때 srfRhee는 erosion velocity와 (pormax-por), rheeA 등에 비례한다. 양의 침투계수·밀도비 및 pormax>=por 조건에서는 srfRhee>=0이고, 경사 효과를 끄면 srfTotal=1+srfRhee이다. 이에 따라 임계 bed-load 속도는 Ucr*sqrt(srfTotal), 경사 total 모드가 아닌 suspended-load 속도는 Ucr*(1+sqrt(srfRhee))로 증가한다. 코드 주석의 A는 단일입자 3/4, 연속체 1/(1-n0)이며 입력 rheeA 기본값은 0.75이다. 문서의 감소 설명과 수식/주석 모순은 이 구현과 구분해 기록한다."", ""evidence"": [{""line_end"": 1553, ""line_start"": 1539, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/morphevolution.F90"", ""sha256"": ""765f474008f7cb843353dc0790cc3f3ebdc00631353da7592e2bb0508e968391""}, {""line_end"": 1599, ""line_start"": 1593, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/morphevolution.F90"", ""sha256"": ""765f474008f7cb843353dc0790cc3f3ebdc00631353da7592e2bb0508e968391""}, {""line_end"": 1119, ""line_start"": 1114, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""Dilatancy is said to hinder erosion by reducing the critical Shields number, a direction requiring verification, with 'rheeA=0.75' by default versus approximately '1.7' for a continuum and 'pormax=0.5'."", ""finding_id"": ""XH013"", ""finding_sha256"": ""8c8a96f02e0eb7058ee1076bd69616b0f026e8018088869a1cb62c65b919d262"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""Dilatancy is said to hinder erosion by reducing the critical Shields number, a direction requiring verification, with 'rheeA=0.75' by default versus approximately '1.7' for a continuum and 'pormax=0.5'."", ""finding_id"": ""XH013"", ""finding_sha256"": ""8c8a96f02e0eb7058ee1076bd69616b0f026e8018088869a1cb62c65b919d262"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The dilatancy prose says critical Shields stress is reduced while describing inhibited erosion, and the accompanying positive correction uses rheeA=0.75 for continuum motion or 1.7 otherwise with pormax=0.5."", ""finding_id"": ""XH067"", ""finding_sha256"": ""73cbe62ffb43df801b5c386695c488b8c471ce772e981187856206f3ae67a8bc"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The sediment calculation fixes T=20°C and ν=10^-6 m²/s, while dilatancy still claims to reduce critical Shields stress and assigns A=0.75 to individual particles and 1.7 to a continuum, reversing the Kingsday assignment."", ""finding_id"": ""XH103"", ""finding_sha256"": ""9a9be952de8857b973c1754d1731db3637eb434d7e5c6c52fa744f6190457aea"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The text assumes T=20 and nu=1e-6, defines ua=(fSk*Sk-fAs*As)*urms, and assigns dilatancy A=0.75 to a single particle and A=1.7 to a continuum, reversing the Kingsday assignments."", ""finding_id"": ""XH141"", ""finding_sha256"": ""4e0e8b0bd5465b280ce9289957885308a3bcf69a9fa152e97e0c7c1bd67c4d1c"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH013"", ""XH067"", ""XH103"", ""XH141""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""dilatancy""}]"
XH014,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"772-776,2603,2611",parameter_name_drift,"The slope correction defaults to 'facsl=1.6' and 'bdslpeffmag=roelvink_total', but the prose repeats 'soulsby_total' for bed-only transport where the table lists 'soulsby_bed'.",sediment-transport,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH068,probable,0.547,41;111;112,39;109;110,cross-format-mapped,0.977273,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH015,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,795-805,documented_morphological_scaling,"The manual gives morfac as order '1–10', illustrates '10 minutes × 6 = one morphological hour', and prohibits accelerated tidal timing with morfacopt=1 when alongshore tidal-current inertia would change.",morphology-bed-composition-avalanching,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH069,probable,0.3961,42,40,cross-format-mapped,0.997305,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md,,[]
XH016,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"807,2289-2298",documented_morphology_defaults,"Avalanching defaults are 'dryslp=1.0', 'wetslp=0.3', 'hswitch=0.1 m' and 'dzmax=0.05', while morphology defaults include 'morfac=1', 'morfacopt=1', 'morstart=120 s' and 'morstop=2000 s'.",morphology-bed-composition-avalanching,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH069,high,0.6417,43,41,cross-format-partial,0.454183,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md,,[]
XH017,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"816,1308,2281,2635",contradiction,"The bed-composition description permits the breathing layer to be the top or bottom layer, whereas the input discussion requires all three layer classes and the table restricts 'nd_var' to '2–nd'.",morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH071,high,0.6632,43;44;78;116,41;42;76;114,cross-format-mapped,0.965116,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH018,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"834,870,879,899",documented_boundary_limits,"The documented boundary limits exclude landward wave forcing, restrict stationary lateral waves to Neumann conditions and abs1d to flume-like cases, and require MPI with a single domain for cyclic boundaries.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH072,probable,0.4333,46;47;48;50,44;45;46;48,cross-format-mapped,0.989218,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH019,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"881,2230-2234",documented_boundary_defaults,"The offshore boundary defaults to two-dimensional absorbing-generating conditions with 'epsi=−1' for automatic filtering, 'freewave=0' using cg and 'order=2' adding bound long waves.",flow-tide-discharge-boundaries,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,,unresolved,0.2602,48;49,46;47,cross-format-partial,0.518692,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md,,[]
XH020,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,914-916,documented_discharge_convention,"Discharges are in 'm³/s', positive along model axes internally and inward at boundaries, while a zero-length orifice adds vertical mass with zero momentum.",flow-tide-discharge-boundaries,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH074,probable,0.481,51,49,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md,,[]
XH021,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"994-1005,2148",documented_grid_convention,"Input arrays have size '(nx+1)×(ny+1)', bathymetry defaults positive downward, and the table specifies 'posdwn=−1' for positive-up bathymetry.",modes-grid-coordinates,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH075,high,0.5582,55;56,53;54,cross-format-mapped,0.971235,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_mode_dispatch.md;models/XBeach/source-analysis/xbeach_single_dir.md;models/XBeach/source-analysis/xbeach_params.md,,[]
XH022,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"945-946,1008,2148",contradiction,"The example uses negative underwater elevations with 'posdwn=0', while the table specifies '−1' for positive-up data.",modes-grid-coordinates,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH075,high,0.5548,53;56,51;54,cross-format-partial,0.540541,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_mode_dispatch.md;models/XBeach/source-analysis/xbeach_single_dir.md;models/XBeach/source-analysis/xbeach_params.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,posdwn,"[{""canonical_ready_ko"": ""문서의 규약은 양의 아래 방향 수심 posdwn=1, 양의 위 방향 고도 posdwn=-1로 구분해야 한다. 실제 snapshot은 s%zb=-s%zb*s%posdwn으로 내부 바닥고를 만들며 ±1에서 이 규약을 따른다. 예제의 posdwn=0을 그대로 넣으면 변환 곱이 0이 되어 해당 초기화 경로의 바닥고가 0으로 소거된다. 0을 -1의 별칭으로 보지 않는다."", ""evidence"": [{""line_end"": 160, ""line_start"": 155, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 55, ""line_start"": 40, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/initialize.F90"", ""sha256"": ""9803067bd2fa4962d9e2247f6e8b5f87e18a9860802595424183994a715523cd""}, {""line_end"": 249, ""line_start"": 240, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/initialize.F90"", ""sha256"": ""9803067bd2fa4962d9e2247f6e8b5f87e18a9860802595424183994a715523cd""}], ""finding_binding"": {""finding_exact"": ""The example uses negative underwater elevations with 'posdwn=0', while the table specifies '−1' for positive-up data."", ""finding_id"": ""XH022"", ""finding_sha256"": ""f82111f2f0dafe3cb2f5f0d4ec87cce5d2d3b945f77e13290b8b776ff3d1bc81"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The example uses negative underwater elevations with 'posdwn=0', while the table specifies '−1' for positive-up data."", ""finding_id"": ""XH022"", ""finding_sha256"": ""f82111f2f0dafe3cb2f5f0d4ec87cce5d2d3b945f77e13290b8b776ff3d1bc81"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""Grid arrays require (nx+1)×(ny+1) entries and positive-up bathymetry is documented as posdwn=-1, but the example uses posdwn=0."", ""finding_id"": ""XH075"", ""finding_sha256"": ""c6e6d5b995927ef10cf37f559226dee3584e3d1c02b514631008afaa85e984ab"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The negative-depth example sets posdwn=0 although the parameter definition requires -1 for positive-up bathymetry."", ""finding_id"": ""XH112"", ""finding_sha256"": ""db85c7e2d52ca769abdc1cb873c5be60b35ccabc845b2cef8e0adad6664fbe9a"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The examples and tables disagree on the upward-positive posdwn value and the angular reference axis, while Tm01switch defaults to 0 here versus 1 in Kingsday's prose."", ""finding_id"": ""XH147"", ""finding_sha256"": ""a0b993cd5bab11e9a7457ddeb2548278a2aac9d00f4f56749bfb35aaa28b988f"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH022"", ""XH075"", ""XH112"", ""XH147""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""posdwn""}]"
XH023,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"1060,2179",contradiction,"The prose defines dthetaS_XB as rotation from SWAN to the XBeach x-axis, whereas the parameter table defines rotation to the east-pointing axis.",wave-boundary-spectra,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH078,probable,0.3378,65,63,cross-format-mapped,0.776119,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,dthetaS_XB,"[{""canonical_ready_ko"": ""SWAN 스펙트럼을 읽는 이 코드에서 dthetaS_XB는 Cartesian SWAN x축에서 East x축으로 회전하는 반시계 각도이다. Cartesian 입력은 specin%ang에서 이 값을 빼고, nautical 입력은 270-angle로 변환하는 별도 분기를 쓴다. 매뉴얼 산문의 XBeach x축 표기를 이 매개변수의 실제 참조축으로 일반화하지 않는다."", ""evidence"": [{""line_end"": 919, ""line_start"": 910, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/wave_boundary_update.f90"", ""sha256"": ""9c364a2c916f034338044b542c0231f412553812a16c11346a6bcc98319a80c7""}, {""line_end"": 485, ""line_start"": 481, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""The prose defines dthetaS_XB as rotation from SWAN to the XBeach x-axis, whereas the parameter table defines rotation to the east-pointing axis."", ""finding_id"": ""XH023"", ""finding_sha256"": ""15a3a8294bf3ca2e48719f5303322b824bd74b75c2858e553715cf2292275d14"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The prose defines dthetaS_XB as rotation from SWAN to the XBeach x-axis, whereas the parameter table defines rotation to the east-pointing axis."", ""finding_id"": ""XH023"", ""finding_sha256"": ""15a3a8294bf3ca2e48719f5303322b824bd74b75c2858e553715cf2292275d14"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""dthetaS_XB is described relative to East in one place and model x in another, while vardens uses Cartesian directions 0° along +x and 90° along +y."", ""finding_id"": ""XH078"", ""finding_sha256"": ""13bd927829c9991b94feac5df08e8b54a5af97a6cb25b06f55cdd168ea937fb7"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""dthetaS_XB rotates SWAN x into model x in the prose but into East in the table."", ""finding_id"": ""XH113"", ""finding_sha256"": ""c0b97ca803666b848ca1ee14eb8089f3154b8047a15470ef479cc14038e8f6f4"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The examples and tables disagree on the upward-positive posdwn value and the angular reference axis, while Tm01switch defaults to 0 here versus 1 in Kingsday's prose."", ""finding_id"": ""XH147"", ""finding_sha256"": ""a0b993cd5bab11e9a7457ddeb2548278a2aac9d00f4f56749bfb35aaa28b988f"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH023"", ""XH078"", ""XH113"", ""XH147""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""dthetaS_XB""}]"
XH024,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,1161,documented_spectral_direction,"Variance-density directions must increase and use the XBeach Cartesian frame, with '0°' along +x and '90°' along +y.",wave-boundary-spectra,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH078,probable,0.4945,67,65,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md,,[]
XH025,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,1164-1209,documentation_or_conversion_damage,"The variance-density example declares 15 frequencies and 13 directions but presents 16 density rows with only 12 values in most rows, so it is not a trustworthy input template.",build-mpi-version,exclude-converted-value-or-formula-from-canonical; retain-source-warning,conversion-risk-disposition-complete,,unresolved,0.2346,67;68,65;66,cross-format-mapped,0.952,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH026,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"857,1225,2206-2208",contradiction,"The ts_nonh prose alternately describes optional vertical velocity and elevation or required horizontal u/v velocities and elevation, while the detached format lists 't,U,Zs,W'.",wave-boundary-spectra,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH079,high,0.5787,47;69,45;67,cross-format-mapped,0.871795,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH027,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,1245-1254,documented_spatial_wave_forcing,"Spatial spectra require 'wbcversion=3' and 'nspectrumloc=ns', interpolate energy rather than height linearly, and prohibit mixed spectrum formats or inconsistent FILELIST time discretizations.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH072,probable,0.3433,71,69,cross-format-mapped,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH028,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,1269,contradiction,The same paragraph says 'tideloc=1' applies the signal to all four corners and also says it applies only offshore with fixed zs0 landward.,flow-tide-discharge-boundaries,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,,unresolved,0.2181,73,71,cross-format-mapped,0.981132,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH029,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"912,1270,2238",parameter_drift,"Two-signal tidal forcing is first described as sea/land only, later selected by numeric 'paulrevere=0/1', and finally tabulated using string values 'land, sea' with default 'sea'.",flow-tide-discharge-boundaries,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,,unresolved,0.2933,50;51;73;74,48;49;71;72,cross-format-mapped,0.926087,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH030,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.docx.txt,"904,1271,2552-2555",contradiction,"The early four-corner ordering is offshore-left, backshore-left, backshore-right, offshore-right, whereas the later explicit ordering is '(1,1),(1,N),(N,N),(N,1)'.",parameter-defaults-mixed,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,,unresolved,0.2956,50;74;94,48;72;92,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_params.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
